country_name,year,gdp_growth,unemployment,inflation
Portugal,1992,1.08947689832507,3.985,9.55926033177508
Portugal,1993,-2.04327729359404,5.301,6.78377994665407
Portugal,1994,0.964838285067799,6.709,5.42044019241626
Portugal,1995,4.28278017236022,7.064,4.22281614099486
Portugal,1996,3.50424653058748,7.298,3.06897732509789
Portugal,1997,4.40086766458026,6.571,2.33686298314116
Portugal,1998,4.80796318953165,4.64,2.5727522590913
Portugal,1999,3.90657779623113,4.579,2.34009490312169
Portugal,2000,3.81617714108242,3.806,2.85303039287157
Portugal,2001,1.94367213427915,3.829,4.36990330551793
Portugal,2002,0.770924781247714,4.497,3.60034658290914
Portugal,2003,-0.930521045062918,6.132,3.21899090682895
Portugal,2004,1.78873552917291,6.319,2.36536204097302
Portugal,2005,0.781847569123585,7.582,2.27716394887834
Portugal,2006,1.62503532956156,7.649,3.1076654587105
Portugal,2007,2.50657937751231,7.965,2.45396528138743
Portugal,2008,0.319247344434558,7.553,2.58850657657959
Portugal,2009,-3.12207827545093,9.432,-0.835530021504157
Portugal,2010,1.73762453640036,10.771,1.40257289895369
Portugal,2011,-1.71352745905065,12.715,3.65301100430724
Portugal,2012,-4.05090267621935,15.509,2.77333854051586
Portugal,2013,-0.984106574148328,16.237,0.274416666666663
Portugal,2014,0.741391420706506,13.88,-0.278153367467428
Portugal,2015,1.58979803702681,12.405,0.48793862390472
Portugal,2016,2.00414129666575,11.058,0.607397074641719
Portugal,2017,3.31472008175986,8.878,1.36861411643472
Portugal,2018,2.94628343449202,6.966,0.993715683468326
Portugal,2019,2.74568432648596,6.422,0.338178410046034
Portugal,2020,-8.20463159324387,6.85,-0.0124383299575305
Slovakia,1988,,,
Slovakia,1989,,,
Slovakia,1990,,,
Slovakia,1991,-14.5738026728363,12.1,
Slovakia,1992,-6.72148858941303,12.185,9.89350519771167
Slovakia,1993,1.90132875267943,12.2,23.287027664545
Slovakia,1994,6.20553051900119,13.654,13.4155203422246
Slovakia,1995,5.8434942995335,13.109,9.84109579837748
Slovakia,1996,6.11957878556568,11.341,5.77582786155949
Slovakia,1997,5.48584018546269,11.894,6.14198999595652
Slovakia,1998,3.82610773560614,12.421,6.66565123195824
Slovakia,1999,-0.473261209621114,16.099,10.5704416075225
Slovakia,2000,0.78922447792516,18.546,12.0357805974299
Slovakia,2001,2.92516077248489,19.148,7.3296201911553
Slovakia,2002,4.41725348271514,18.541,3.12714222984608
Slovakia,2003,4.85669851591319,17.549,8.55414305406645
Slovakia,2004,5.38949856996771,18.206,7.54850088183423
Slovakia,2005,6.48493222274386,16.276,2.70908494588384
Slovakia,2006,8.92568704770216,13.395,4.48333120449611
Slovakia,2007,10.8186295074904,11.16,2.7567237163814
Slovakia,2008,5.36337721231949,9.514,4.59817976325028
Slovakia,2009,-5.50533790972226,12.023,1.61510464058238
Slovakia,2010,6.79058159142423,14.387,0.957018132975143
Slovakia,2011,2.56242473215553,13.634,3.9192859914629
Slovakia,2012,1.56917104702706,13.966,3.6061026352289
Slovakia,2013,0.703323545247201,14.226,1.40047368963025
Slovakia,2014,2.70795151449488,11.536,-0.0761653295419871
Slovakia,2015,5.17687909722133,11.492,-0.325219777427673
Slovakia,2016,1.94781841524558,9.679,-0.520010196278266
Slovakia,2017,2.87473327453695,8.142,1.31194588223228
Slovakia,2018,4.06211981896483,6.544,2.51403712883812
Slovakia,2019,2.27589910019393,5.761,2.66456133425431
Slovakia,2020,-2.58551241733207,6.719,1.93694126694223
Spain,1988,5.09432412898086,,4.83727066490361
Spain,1989,4.82703031299745,,6.79143584025099
Spain,1990,3.7813935513235,,6.72181952228657
Spain,1991,2.54600049647455,15.929,5.93421344335924
Spain,1992,0.929215482921151,17.697,5.9245312622849
Spain,1993,-1.03149183695307,22.156,4.56907173681813
Spain,1994,2.38319537908909,24.209,4.71841373967329
Spain,1995,2.75749400293542,22.675,4.67380337624704
Spain,1996,2.60741117110229,22.142,3.55884559338558
Spain,1997,3.58729972356299,20.698,1.97107395582926
Spain,1998,4.30197745333581,18.673,1.8343299990841
Spain,1999,4.40886545305924,15.475,2.31034813987067
Spain,2000,5.20064125553942,13.785,3.43351563418767
Spain,2001,3.91908880808811,10.348,3.58983413338112
Spain,2002,2.75545611564098,11.146,3.06565685902219
Spain,2003,2.9392895953076,11.283,3.03888839396655
Spain,2004,3.1145314799161,11.09,3.03924881090925
Spain,2005,3.5512255846125,9.146,3.36881409750383
Spain,2006,4.04343515605099,8.452,3.51557576832128
Spain,2007,3.53350013165972,8.232,2.78679745804946
Spain,2008,0.767165748290694,11.254,4.07534335957339
Spain,2009,-3.76813306940053,17.857,-0.28781308353524
Spain,2010,0.0941223116369514,19.86,1.79986457728769
Spain,2011,-0.639920636520344,21.39,3.1961018883379
Spain,2012,-2.86511368637748,24.789,2.44612782366809
Spain,2013,-1.42732224757626,26.094,1.40858109183019
Spain,2014,1.52048593647231,24.441,-0.151114837527235
Spain,2015,4.06086672473866,22.057,-0.500365709903242
Spain,2016,2.91515598595787,19.635,-0.202598000426452
Spain,2017,2.89604207865007,17.224,1.95607633363963
Spain,2018,2.39541124478878,15.255,1.6749813686379
Spain,2019,1.96117850841711,14.104,0.699518994458739
Spain,2020,-10.9400706350371,15.532,-0.322753017299739
Sweden,1988,2.55903868133913,,5.82489868439437
Sweden,1989,2.65480690949124,,6.4432758742661
Sweden,1990,0.754674765275468,,10.3665533879493
Sweden,1991,-1.14597485051154,3.243,9.4446273294419
